sub_ID,Q6.consent,Q8.covid_info,Q9.covid_knowledge,Q10.rank_attention_to_news,Q13.trust_doctor_news,Q13.trust_hospital_news,Q13.trust_cdc_news,Q13.trust_government_news,Q13.trust_none_of_above,Q14.confidence_us_government,Q16.Belief_scientists_understand_covid,Q17.concerned_outbreak,Q18.likely_to_catch_covid,Q20.ability_to_protect_self,Q21.expected_symptom_severity,Q101.confidence_in_authority,Q23.risk_exaggerated,Q27.wearing_mask,Q35.take_vaccine?,Q40.age,Q41.gender,Q74.education,Q84.community,Q43.health(1.5),Q39.flu.vaccine,Q44.contact_covid,Q85.pre.exisiting_conditions,Q92.friends/family_preexisiting_conditions
415,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,7,7,A little,5,83,2,28,somewhat disagree,sick people,unsure,20-24,f,highschool graduate,suburb,4,FALSE,no,no,no
416,1,A moderate amount,A little,3,FALSE,FALSE,FALSE,FALSE,,7,8,A little,29,61,2,81,stronglyAgree,sick people,probably,60-64,f,4 year degree,ruralArea,3,FALSE,no,yes,no
417,1,A lot,A moderate amount,5,FALSE,FALSE,FALSE,FALSE,,NA,7,A moderate amount,2,100,2,1,NA,sick people,probably,45-49,f,doctorate,large city,5,TRUE,unsure,no,no
418,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,3,5,NA,20,50,3,40,strongly disagree,sick people,unsure,20-24,f,some college,suburb,3,FALSE,no,no,yes
419,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,0,5,A moderate amount,10,95,2,55,strongly disagree,no one/no mask evidence,definitely,40-44,f,doctorate,suburb,5,TRUE,no,no,yes
420,1,A lot,A little,6,FALSE,FALSE,TRUE,FALSE,,1,5,NA,26,51,2,6,somewhat disagree,sick people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,2,6,NA,50,81,3,40,somewhat disagree,sick people,definitely,25-29,f,4 year degree,large city,3,TRUE,unsure,no,yes
423,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,2,5,A moderate amount,61,61,3,20,strongly disagree,sick people,definitely,50-54,m,doctorate,small city/town,5,TRUE,no,no,yes
425,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,8,9,A lot,50,80,3,30,strongly disagree,NA,definitely,45-49,m,some college,suburb,4,TRUE,no,no,no
426,1,A moderate amount,A moderate amount,7,TRUE,FALSE,TRUE,FALSE,,2,6,A moderate amount,70,70,3,29,strongly disagree,sick people,definitely,35-39,f,doctorate,large city,3,TRUE,no,no,yes
427,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,4,9,A moderate amount,85,100,3,66,strongly disagree,sick people,definitely,18-19,m,highschool graduate,small city/town,3,TRUE,unsure,no,no
428,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,,2,7,A lot,33,80,2,20,strongly disagree,sick people,definitely,18-19,m,less than highschool,suburb,3,TRUE,no,no,yes
429,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,6,7,A moderate amount,40,100,3,50,NA,everyone,definitely,18-19,nb,highschool graduate,suburb,4,FALSE,no,no,no
430,1,A lot,A moderate amount,5,FALSE,FALSE,FALSE,FALSE,,1,4,A little,42,49,3,41,NA,sick people,unsure,18-19,f,some college,suburb,3,Unsure,unsure,no,yes
431,1,A moderate amount,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,5,6,A moderate amount,40,80,3,40,NA,sick people,unsure,18-19,f,some college,suburb,4,FALSE,unsure,no,yes
432,1,A moderate amount,A moderate amount,4,TRUE,TRUE,TRUE,FALSE,,2,8,A lot,68,81,5,50,somewhat disagree,sick people,definitely,18-19,f,some college,small city/town,1,TRUE,no,yes,yes
433,1,A lot,A moderate amount,10,TRUE,TRUE,TRUE,FALSE,,2,4,A moderate amount,100,90,3,9,strongly disagree,sick people,definitely,18-19,f,some college,small city/town,3,TRUE,unsure,no,no
434,1,A moderate amount,A moderate amount,2,TRUE,FALSE,TRUE,FALSE,,8,6,A lot,0,88,2,70,NA,sick people,unsure,18-19,m,some college,suburb,4,Unsure,no,no,unsure
435,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,6,5,A moderate amount,50,90,4,51,strongly disagree,sick people,probably,18-19,f,highschool graduate,small city/town,3,TRUE,no,yes,no
436,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,6,5,A moderate amount,48,79,3,72,NA,sick people,probably,18-19,f,some college,small city/town,4,FALSE,unsure,no,unsure
437,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,2,7,NA,70,90,2,50,somewhat disagree,sick people,definitely,18-19,f,highschool graduate,suburb,4,TRUE,no,no,yes
438,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,3,5,A lot,25,50,4,60,strongly disagree,sick people,definitely,20-24,f,4 year degree,suburb,3,FALSE,no,yes,yes
440,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,4,7,A moderate amount,2,97,2,15,somewhat disagree,sick people,unsure,18-19,f,highschool graduate,large city,3,TRUE,no,no,yes
441,1,A lot,A lot,6,FALSE,FALSE,TRUE,FALSE,,5,4,A moderate amount,88,50,3,26,NA,sick people,probably,45-49,m,4 year degree,suburb,4,FALSE,yes,no,no
442,1,A moderate amount,A little,4,FALSE,FALSE,TRUE,FALSE,,3,6,A lot,50,65,2,55,NA,sick people,definitely,18-19,f,some college,small city/town,4,TRUE,unsure,no,yes
443,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,4,6,NotAtAll,50,70,3,60,somewhat disagree,sick people,definitely,20-24,f,some college,suburb,3,FALSE,no,yes,yes
444,1,A lot,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,2,5,NotAtAll,100,21,3,NA,somewhat disagree,sick people,definitely,18-19,m,some college,suburb,4,TRUE,unsure,no,unsure
445,1,A moderate amount,A little,5,FALSE,FALSE,TRUE,FALSE,,10,10,NA,10,100,2,100,stronglyAgree,everyone,probably,20-24,m,highschool graduate,small city/town,4,TRUE,no,no,no
446,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,1,A moderate amount,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,1,4,A little,27,86,3,17,NA,no one/no mask evidence,probably,45-49,m,highschool graduate,small city/town,3,FALSE,no,no,no
448,1,A moderate amount,A little,6,FALSE,FALSE,TRUE,FALSE,,8,6,A moderate amount,10,90,3,90,NA,sick people,unsure,30-34,m,2 year degree,small city/town,3,FALSE,no,no,unsure
449,1,A lot,A little,7,FALSE,FALSE,FALSE,FALSE,,0,10,A lot,93,48,3,29,somewhat disagree,sick people,definitely,25-29,f,professional degree,small city/town,2,TRUE,no,no,no
450,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,0,7,A lot,47,70,2,20,strongly disagree,sick people,definitely,35-39,f,doctorate,suburb,4,TRUE,unsure,no,yes
451,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,,1,7,A lot,70,59,4,25,strongly disagree,sick people,definitely,35-39,f,doctorate,large city,1,TRUE,no,yes,yes
452,1,A moderate amount,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,5,6,NA,79,58,4,60,strongly disagree,everyone,definitely,55-59,m,doctorate,suburb,4,TRUE,no,no,no
453,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NotAtAll,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,1,A moderate amount,A little,0,TRUE,FALSE,FALSE,FALSE,,0,8,NA,0,10,2,27,stronglyAgree,sick people,definitely,18-19,m,some college,small city/town,4,TRUE,unsure,no,no
455,1,A little,NothingAtAll,4,FALSE,FALSE,TRUE,FALSE,,5,4,A little,50,71,3,70,strongly disagree,sick people,definitely,18-19,m,some college,small city/town,2,TRUE,unsure,yes,yes
456,1,A moderate amount,A moderate amount,6,FALSE,FALSE,FALSE,FALSE,,5,7,A little,30,40,2,30,NA,everyone,definitely,18-19,f,some college,suburb,3,TRUE,no,no,yes
457,1,A moderate amount,A little,2,FALSE,FALSE,FALSE,FALSE,,4,7,A lot,13,96,2,91,NA,everyone,definitely,18-19,f,2 year degree,small city/town,3,Unsure,unsure,no,unsure
458,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,TRUE,,4,7,A little,17,79,3,50,somewhat disagree,sick people,probably,18-19,f,some college,small city/town,4,FALSE,no,no,unsure
459,1,A lot,A moderate amount,4,TRUE,TRUE,TRUE,FALSE,,5,7,A moderate amount,20,55,3,40,NA,sick people,definitely,20-24,m,some college,small city/town,5,FALSE,no,unsure,yes
460,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,3,5,A moderate amount,50,60,3,35,somewhat disagree,sick people,probably,20-24,f,professional degree,small city/town,4,TRUE,no,no,no
461,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,2,8,A little,20,70,4,50,NA,sick people,probably_not,20-24,f,professional degree,large city,2,FALSE,no,yes,yes
462,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,4,7,A lot,10,100,2,14,somewhat disagree,sick people,definitely,40-44,f,professional degree,large city,4,TRUE,no,no,no
463,1,A lot,A moderate amount,6,FALSE,FALSE,FALSE,FALSE,Msnbc,3,10,A lot,51,30,3,70,NA,sick people,definitely,45-49,m,4 year degree,suburb,5,TRUE,no,no,no
464,1,A lot,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,1,5,A lot,51,50,3,48,somewhat disagree,sick people,definitely,18-19,f,some college,suburb,3,TRUE,unsure,no,yes
465,1,A moderate amount,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,4,7,A moderate amount,50,69,3,75,somewhat disagree,sick people,probably,35-39,m,professional degree,large city,3,FALSE,no,unsure,unsure
466,1,A lot,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,NA,NA,A moderate amount,NA,100,NA,NA,NA,NA,NA,20-24,f,some college,ruralArea,NA,NA,NA,NA,NA
467,1,A moderate amount,A little,2,FALSE,FALSE,TRUE,FALSE,,6,5,NA,58,45,2,50,NA,everyone,probably_not,20-24,f,highschool graduate,small city/town,4,FALSE,no,no,yes
468,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,1,5,A moderate amount,50,100,3,29,strongly disagree,sick people,definitely,45-49,f,doctorate,suburb,4,TRUE,unsure,no,yes
470,1,A moderate amount,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,7,7,A moderate amount,70,100,2,48,somewhat disagree,everyone,definitely,18-19,m,some college,small city/town,1,TRUE,yes,yes,yes
471,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,0,4,A moderate amount,19,100,3,20,strongly disagree,sick people,unsure,30-34,f,professional degree,large city,5,TRUE,no,no,yes
472,1,A lot,A little,7,FALSE,FALSE,TRUE,FALSE,,1,3,NA,18,51,3,9,NA,sick people,definitely not,25-29,m,some college,suburb,5,FALSE,no,no,yes
473,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,1,A moderate amount,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,5,6,NA,39,55,2,40,NA,no one/no mask evidence,probably,25-29,f,2 year degree,ruralArea,4,FALSE,no,no,no
475,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,1,A lot,A moderate amount,6,FALSE,FALSE,FALSE,FALSE,,5,6,A little,35,65,3,50,NA,sick people,unsure,25-29,f,professional degree,small city/town,3,TRUE,no,no,yes
477,1,A lot,A moderate amount,5,FALSE,FALSE,FALSE,FALSE,,3,9,A lot,3,70,2,20,NA,sick people,definitely,60-64,f,4 year degree,large city,4,TRUE,no,no,no
478,1,A lot,A moderate amount,9,FALSE,FALSE,FALSE,FALSE,,9,7,NotAtAll,76,88,4,64,strongly disagree,sick people,probably,70-74,f,4 year degree,suburb,4,TRUE,no,yes,no
479,1,A moderate amount,A little,2,FALSE,FALSE,TRUE,FALSE,,5,5,NA,21,65,3,72,NA,sick people,definitely,20-24,f,highschool graduate,small city/town,3,FALSE,no,no,no
480,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,2,5,NA,54,83,3,25,somewhat disagree,sick people,definitely,35-39,f,4 year degree,large city,3,TRUE,no,no,yes
482,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,1,A lot,A moderate amount,9,FALSE,FALSE,FALSE,FALSE,,1,5,A little,90,50,3,12,strongly disagree,sick people,definitely,30-34,f,professional degree,large city,2,TRUE,no,yes,yes
484,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,3,5,A moderate amount,18,90,2,20,NA,sick people,definitely,30-34,f,professional degree,small city/town,4,TRUE,no,no,yes
485,1,A lot,A moderate amount,6,TRUE,FALSE,TRUE,FALSE,,3,3,A moderate amount,60,70,3,20,somewhat disagree,sick people,definitely,20-24,m,4 year degree,small city/town,4,FALSE,no,no,no
486,1,A lot,A little,6,FALSE,FALSE,TRUE,FALSE,,0,4,A moderate amount,30,30,3,0,NA,sick people,probably,18-19,f,some college,suburb,5,FALSE,no,no,yes
487,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,3,4,A moderate amount,45,80,2,50,somewhat disagree,sick people,definitely,30-34,f,4 year degree,large city,3,FALSE,no,no,no
488,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,6,8,A moderate amount,71,20,2,62,somewhat disagree,sick people,probably,30-34,m,professional degree,small city/town,3,TRUE,no,no,yes
489,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,TRUE,,10,6,A moderate amount,54,74,2,50,NA,sick people,probably,20-24,f,2 year degree,suburb,3,FALSE,no,no,yes
490,1,A little,A little,5,FALSE,FALSE,TRUE,FALSE,,5,7,A moderate amount,10,79,3,70,somewhat disagree,no one/no mask evidence,definitely,45-49,f,professional degree,small city/town,3,FALSE,no,no,yes
491,1,A lot,A little,8,FALSE,FALSE,FALSE,FALSE,,0,7,A lot,60,50,3,14,strongly disagree,sick people,definitely,45-49,f,doctorate,suburb,4,FALSE,unsure,no,yes
492,1,A lot,A little,7,FALSE,FALSE,FALSE,FALSE,,0,3,A moderate amount,10,30,2,80,somewhat disagree,sick people,definitely,20-24,f,professional degree,large city,3,TRUE,no,no,no
493,1,A lot,A little,8,FALSE,FALSE,TRUE,FALSE,,8,7,NA,28,95,4,71,strongly disagree,sick people,definitely,75-79,f,4 year degree,ruralArea,4,TRUE,no,yes,yes
494,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,0,3,A little,69,71,2,2,strongly disagree,sick people,definitely,40-44,f,doctorate,suburb,4,TRUE,no,no,yes
495,1,A lot,A little,5,FALSE,FALSE,TRUE,FALSE,,8,7,A moderate amount,2,100,2,61,NA,sick people,probably_not,55-59,f,some college,suburb,2,FALSE,no,unsure,no
496,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,2,7,NA,34,85,2,24,strongly disagree,everyone,unsure,40-44,f,4 year degree,large city,4,FALSE,no,no,no
497,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,0,5,NA,50,52,3,9,strongly disagree,no one/no mask evidence,unsure,55-59,f,professional degree,large city,5,FALSE,no,no,yes
499,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,4,7,NA,60,90,3,50,somewhat disagree,sick people,definitely,20-24,f,some college,large city,4,FALSE,unsure,no,yes
501,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,9,7,NA,40,80,4,49,somewhat disagree,sick people,definitely,40-44,f,doctorate,suburb,4,FALSE,no,no,yes
504,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,3,5,NA,9,52,2,16,somewhat disagree,sick people,probably,30-34,f,doctorate,large city,5,FALSE,no,no,yes
506,1,A lot,A lot,9,FALSE,FALSE,FALSE,FALSE,,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,,7,8,NA,83,93,3,25,strongly disagree,sick people,definitely,30-34,f,4 year degree,large city,4,FALSE,unsure,no,yes
508,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,1,A moderate amount,A little,3,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,,5,5,A moderate amount,3,100,3,48,somewhat disagree,sick people,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,1,A lot,A little,5,FALSE,FALSE,TRUE,FALSE,,8,5,NA,53,89,3,62,somewhat disagree,sick people,probably,18-19,f,highschool graduate,suburb,4,FALSE,unsure,no,yes
512,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,1,A lot,A moderate amount,6,FALSE,FALSE,FALSE,FALSE,,5,6,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,TRUE,,4,6,NA,40,70,4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,1,A lot,A lot,10,FALSE,FALSE,FALSE,TRUE,,9,8,A little,97,100,6,100,stronglyAgree,everyone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,1,A lot,A moderate amount,3,TRUE,FALSE,TRUE,TRUE,,4,8,NA,28,77,2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,1,A lot,A lot,4,FALSE,FALSE,FALSE,FALSE,,0,5,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,1,A little,A little,7,FALSE,FALSE,TRUE,FALSE,,2,5,NA,5,100,4,47,somewhat disagree,sick people,definitely,18-19,f,highschool graduate,suburb,4,TRUE,no,no,unsure
520,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,1,A lot,A moderate amount,3,FALSE,FALSE,TRUE,FALSE,,5,7,A moderate amount,16,100,2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,1,A moderate amount,A little,6,FALSE,FALSE,FALSE,FALSE,,5,6,NA,49,72,3,47,NA,sick people,unsure,18-19,f,highschool graduate,suburb,4,FALSE,unsure,no,no
523,1,A moderate amount,A little,4,FALSE,FALSE,TRUE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,Seattle Flu Study,0,8,A lot,70,100,5,10,strongly disagree,sick people,definitely,45-49,NA,professional degree,small city/town,2,TRUE,no,yes,yes
525,1,A lot,A little,10,FALSE,FALSE,FALSE,FALSE,,1,5,NA,80,50,2,0,strongly disagree,sick people,definitely,30-34,m,4 year degree,large city,5,FALSE,unsure,no,yes
526,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,,6,7,NA,50,100,3,60,strongly disagree,sick people,definitely,20-24,f,professional degree,small city/town,4,TRUE,yes,no,yes
528,1,A moderate amount,A moderate amount,3,FALSE,FALSE,FALSE,FALSE,,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,5,7,NA,70,75,3,45,strongly disagree,sick people,definitely,35-39,f,4 year degree,suburb,4,TRUE,no,yes,yes
533,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,3,4,A moderate amount,91,71,6,9,strongly disagree,everyone,definitely,60-64,f,4 year degree,large city,2,TRUE,unsure,yes,yes
534,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,,5,4,A lot,38,72,3,19,NA,sick people,definitely,45-49,f,4 year degree,small city/town,3,TRUE,no,yes,no
535,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,8,7,A lot,50,100,2,35,strongly disagree,sick people,definitely,25-29,f,professional degree,small city/town,3,FALSE,no,no,yes
536,1,A moderate amount,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,7,3,A moderate amount,67,90,4,89,somewhat disagree,sick people,definitely,40-44,f,professional degree,suburb,3,FALSE,unsure,no,yes
537,1,A moderate amount,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,5,7,A lot,53,66,3,29,strongly disagree,sick people,definitely,60-64,f,highschool graduate,suburb,3,FALSE,no,no,yes
538,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,3,5,A little,66,71,3,20,strongly disagree,sick people,probably,30-34,f,4 year degree,suburb,3,TRUE,yes,yes,yes
539,1,A lot,A moderate amount,4,FALSE,FALSE,FALSE,FALSE,,2,5,A little,10,69,3,10,stronglyAgree,no one/no mask evidence,definitely,30-34,f,2 year degree,large city,3,TRUE,no,no,no
540,1,A lot,A moderate amount,6,FALSE,FALSE,FALSE,FALSE,,5,7,A little,46,73,2,54,somewhat disagree,sick people,probably,25-29,f,4 year degree,small city/town,4,TRUE,no,no,yes
541,1,A lot,A lot,8,TRUE,TRUE,TRUE,FALSE,,8,7,NA,10,100,2,30,NA,sick people,definitely,18-19,f,2 year degree,small city/town,4,TRUE,no,yes,no
542,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,8,6,NA,71,90,3,70,strongly disagree,everyone,definitely,65-69,m,some college,suburb,4,TRUE,yes,no,yes
544,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,5,5,A moderate amount,50,95,5,40,strongly disagree,everyone,definitely,20-24,f,some college,suburb,4,FALSE,unsure,yes,yes
547,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,2,8,A little,60,100,3,30,strongly disagree,everyone,definitely,18-19,f,some college,suburb,4,FALSE,unsure,no,yes
548,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,3,4,NA,49,50,2,20,NA,everyone,probably_not,20-24,f,some college,large city,3,FALSE,no,unsure,prefer not to say
549,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,3,6,NA,40,80,3,32,strongly disagree,sick people,unsure,20-24,f,some college,small city/town,3,TRUE,no,no,yes
550,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,1,A moderate amount,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,4,5,A lot,8,88,3,65,NA,everyone,definitely,18-19,f,some college,suburb,3,TRUE,no,no,no
552,1,A lot,A little,7,TRUE,TRUE,TRUE,FALSE,,3,7,A lot,30,90,2,20,strongly disagree,sick people,unsure,20-24,m,some college,suburb,3,FALSE,yes,no,no
553,1,A lot,A little,8,TRUE,TRUE,TRUE,FALSE,,6,6,A moderate amount,43,70,3,50,NA,no one/no mask evidence,definitely,18-19,f,some college,small city/town,3,TRUE,unsure,no,yes
554,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,,0,3,NotAtAll,18,82,3,18,NA,sick people,unsure,20-24,f,some college,ruralArea,3,TRUE,no,yes,yes
