b,r1,r2
b38104,2.573030166,-5.146677506
b38105,3.381204371,-1.404189775
b38106,3.212181928,-3.992852048
b38107,2.7399303,-2.41929004
b38108,1.600520314,-3.25551157
b38109,1.941943541,-2.193776646
b38110,3.105845405,-2.534093135
b38111,3.469058568,-2.609286424
b38112,2.974146662,-3.242378973
b38113,3.016351754,-1.23031788
b38114,2.524394116,-3.898839405
b38115,3.719459813,-1.474743898
b38116,1.516931722,-1.843790253
b38117,1.983515775,-3.141681017
b38118,3.634880372,-1.248211462
b38119,2.626926489,-3.823085231
b38120,2.51783413,-2.780071432
b38121,1.010496743,-2.024590044
b38122,1.985686342,-4.393351927
b38123,5.661170557,-3.122227006
b38124,2.453480246,-3.247374484
b38125,0.708277408,-2.75794216
b38126,4.36649304,-3.985922701
b38127,2.913198174,-2.811328674
b38128,2.0677773,-3.255932321
b38129,2.873814524,-2.711245704
b38130,2.705293942,-2.079361395
b38131,-0.204411869,-3.334367695
b38132,3.349500639,-3.24249912
b38133,2.656070842,-2.486304795
b38134,2.246012512,-1.944476665
b38135,2.976877059,-4.160214697
b38136,2.010598728,-4.79870222
b38137,1.450179551,-2.733716439
b38138,4.802239926,-3.312254059
b38139,3.792080746,-3.735309354
b38140,2.342755132,-0.688011344
b38141,1.824720185,-3.940464185
b38142,3.763225702,-1.701353393
b38143,3.07479167,-2.568893774
b38144,2.422909695,-4.209309367
b38145,4.18314454,0.380727299
b38146,3.299269901,-1.021709006
b38147,3.556128864,-3.844508795
b38148,3.01961581,-3.952524991
b38149,1.134759773,-0.940301607
b38150,2.88865165,-1.485734311
b38151,3.357099138,-2.704641656
b38152,2.992712596,-2.313121033
b38153,0.108665621,-3.066687433
b38154,3.350114049,-2.685999168
b38155,3.70650422,-3.655577762
b38156,1.622976267,-3.103305985
b38157,3.057177179,-3.854807441
b38158,5.903708563,-4.167827158
b38159,0.458802327,-2.601272704
b38160,2.10547961,-2.947432508
b38161,2.235315317,-3.178194587
b38162,1.937561184,-2.993470285
b38163,1.544826394,-3.325687388
b38164,1.785227414,-3.346099233
b38165,2.410553782,-1.836043559
b38166,3.506549691,-1.663232288
b38167,2.791702757,-3.882002522
b38168,2.915137667,-0.865789288
b38169,3.943879674,-4.15234388
b38170,3.043786393,0.042711473
b38171,1.548220226,-4.522378522
b38172,2.917917244,-4.2277789
b38173,3.132135977,-4.323094179
b38174,3.275976,-3.446088821
b38175,2.61792128,-3.355485099
b38176,4.493579573,-1.718296515
b38177,2.46550332,-2.406737939
b38178,1.487780191,-4.337258019
b38179,1.565145985,-2.873790803
b38180,2.729482385,-2.173573579
b38181,1.92960722,-2.338325502
b38182,4.047028837,-0.522498538
b38183,2.012700441,-2.297421647
b38184,3.18892808,-3.764107549
b38185,3.432877616,-2.390639891
b38186,4.836976796,-2.858206483
b38187,2.06434038,-1.389970744
b38188,2.027665637,-2.885760892
b38189,2.052125802,-2.609509911
b38190,2.337521539,-3.635038166
b38191,1.978150874,-1.870963043
b38192,3.302934522,-2.342070261
b38193,2.081334255,-2.119014512
b38194,4.423867815,-3.12626963
b38195,4.178078316,-4.861413232
b38196,3.732918355,-3.859751249
b38197,2.651243624,-3.432665177
b38198,2.881396681,-4.652927927
b38199,2.375427273,-3.888913275
b38200,2.024538361,-2.309495989
b38201,2.438917387,-2.106252546
b38202,3.553479549,-4.184208668
b38203,1.124622679,-2.385012148
b38204,3.888717283,-3.977954477
b38205,2.164446078,-1.084247368
b38206,3.672568654,-0.637232669
b38207,1.358012687,-3.565507689
b38208,3.498289409,-3.909131767
b38209,2.384409194,-3.540174745
b38210,4.815621195,-3.849248836
b38211,2.425660838,0.102467793
b38212,0.112442758,-4.546252099
b38213,1.61799364,-4.269938632
b38214,1.371954856,-2.122443055
b38215,2.266880914,-3.766111193
b38216,1.530600878,-2.846773681
b38217,4.012555136,-2.701059946
b38218,3.459746304,-1.414425088
b38219,3.823610074,-1.599045111
b38220,3.167062547,-3.399568813
b38221,2.842057978,-3.351694801
b38222,0.436957915,-1.865469769
b38223,2.9843389,-2.992107172
b38224,0.576241762,-3.276474336
b38225,1.414934515,-2.620772715
b38226,3.601391658,-3.096841428
b38227,2.160331926,-2.263944997
b38228,2.276708877,-2.503569608
b38229,1.990558602,-1.019306641
b38230,3.011201012,-2.202251177
b38231,1.407284719,-2.153089829
b38232,1.59218904,-3.788776046
b38233,4.411730443,-2.905683696
b38234,1.688491266,-2.094916539
b38235,3.516538615,-2.004067195
b38236,3.552297027,-2.662345794
b38237,3.521812151,-3.597722937
b38238,2.455109328,-2.105545103
b38239,3.030828624,-2.023898065
b38240,3.498210744,-1.681876088
b38241,2.215625296,-2.15390082
b38242,1.180948637,-4.76282403
b38243,0.767107478,-3.921114299
b38244,4.130924441,-3.500769855
b38245,0.597177151,-3.045829363
b38246,1.884143743,-4.522453566
b38247,2.786715684,-3.656565756
b38248,3.276022141,-2.187371603
b38249,2.868506768,-2.979448582
b38250,2.190301581,-0.981433591
b38251,2.630442283,-1.520913822
b38252,3.172946802,-4.090457778
b38253,2.302148489,-2.894069238
b38254,3.525139352,-3.70795937
b38255,5.279877073,-2.460682875
b38256,2.396538692,-4.152352098
b38257,2.943255855,-3.259808683
b38258,3.103262271,-0.994584868
b38259,3.108964445,-0.875493254
b38260,2.616045021,-3.4227021
b38261,4.278774814,-5.161375168
b38262,1.499042309,-3.310231447
b38263,0.973720571,-4.492432477
b38264,1.895658391,-2.901372091
b38265,3.13270429,-2.905559048
b38266,3.553431546,-2.806985869
b38267,4.235836463,-2.520163779
b38268,3.638388209,-2.819002305
b38269,3.733212761,-3.699182054
b38270,3.45524625,-2.785159289
b38271,3.863837499,-2.573124777
b38272,1.170930991,-4.591304381
b38273,2.963582836,-1.928528052
b38274,1.844900803,-1.239438253
b38275,2.02045873,-3.125075641
b38276,3.291693858,-3.75149047
b38277,3.731664261,-1.088561975
b38278,3.570830766,-2.423392197
b38279,4.133093007,-2.047476261
b38280,2.293330468,-4.307400367
b38281,2.830261815,-2.167880666
b38282,2.478683814,-2.710730394
b38283,2.715352005,-1.343214504
b38284,2.386274672,-2.410851616
b38285,2.452181248,-2.024029337
b38286,3.05027312,-2.869372295
b38287,3.725790096,-4.125773809
b38288,1.886879764,-1.55560147
b38289,2.326686815,-3.509298763
b38290,2.404245874,-2.78041376
b38291,3.919245342,-4.144337358
b38292,1.536474775,-2.771126023
b38293,2.375129039,-4.43533824
b38294,2.934580837,-0.086579447
b38295,1.195542704,-3.141162559
b38296,1.679156441,-3.578395768
b38297,2.227928401,-3.587876468
b38298,1.130647992,-3.455352797
b38299,1.340029609,-3.379183148
b38300,3.328252957,-2.870448548
b38301,2.514568273,-5.530840753
b38302,1.19679991,-3.741534969
b38303,3.598992289,-2.54009688
b38304,3.413430165,-3.356134368
b38305,3.786978695,-1.524602721
b38306,2.971276793,-3.292712826
b38307,3.121359943,-1.099458965
b38308,0.605820572,-0.72070663
b38309,3.826250764,-2.138254243
b38310,3.345645145,-3.663635785
b38311,3.538082947,-4.135420004
b38312,2.609981019,-3.078091354
b38313,2.018627403,-3.28141822
b38314,4.382558426,-4.414727949
b38315,2.940334694,-1.451536709
b38316,1.81313685,-3.027152183
b38317,3.257638779,-2.589978656
b38318,3.679531628,-2.602340203
b38319,3.41387125,-3.68516694
b38320,2.54584898,-3.672722305
b38321,2.148937051,-2.024431841
b38322,3.397909165,-3.069129249
b38323,1.68765893,-1.640770174
b38324,1.435441476,-3.665288847
b38325,4.340800466,-1.6263101
b38326,3.271332172,-5.259648169
b38327,1.774409131,-1.83557037
b38328,3.998063123,-4.236170358
b38329,3.208070034,-2.652819055
b38330,1.418392155,-2.975270632
b38331,3.544852441,-2.372203009
b38332,2.691731307,-2.591503495
b38333,3.282504418,-4.056577324
b38334,3.284353357,-2.21939432
b38335,5.10730824,-2.707121783
b38336,2.061961009,-3.697129716
b38337,3.290727483,-1.319140689
b38338,2.9128025,-1.962210277
b38339,2.276828074,-4.131660245
b38340,2.54007352,-2.145496355
b38341,2.320721133,-0.335855099
b38342,3.760666028,-2.662879674
b38343,2.208501958,-1.504728538
b38344,1.445110888,-3.504099207
b38345,3.186480601,-2.621343677
b38346,1.45529142,-5.933499883
b38347,3.128233699,-2.200305556
b38348,2.921665994,-3.754088042
b38349,2.61007761,-3.152954555
b38350,4.567917524,-2.622572556
b38351,2.414768786,-5.422568246
b38352,3.248737616,-3.593108726
b38353,3.091995147,-3.954216385
b38354,3.151511498,-2.089780827
b38355,2.562266244,-2.815090017
b38356,0.49437095,-1.551450781
b38357,3.541314506,-4.629829253
b38358,2.912659314,-3.736256999
b38359,2.565084508,-2.882659826
b38360,2.999519345,-2.37655477
b38361,3.823837005,-2.154605099
b38362,1.16643494,-3.118192463
b38363,1.470095752,-3.625852011
b38364,1.664314067,-2.076058299
b38365,2.706783795,-2.038001102
b38366,3.343986437,-3.011654085
b38367,3.797631361,-3.32636278
b38368,3.548392337,-5.120280194
b38369,2.251294134,-3.556091226
b38370,3.424960872,-0.864686534
b38371,0.864594771,-4.297315305
b38372,1.162210737,-1.446662988
b38373,3.903027142,-2.204690675
b38374,3.488277589,-3.646381138
b38375,1.759549974,-0.407962931
b38376,1.488379521,-2.867111037
b38377,0.795906163,-4.6083611
b38378,1.908133461,-2.771984155
b38379,3.089040691,-2.820340189
b38380,3.374584522,-2.885277393
b38381,2.190916791,-4.447566788
b38382,2.702554562,-2.606567084
b38383,2.253845,-3.056367505
b38384,4.852174326,-3.356848602
b38385,1.409447305,-4.712154795
b38386,3.304478823,-3.261750327
b38387,3.016396521,-2.881897645
b38388,1.291525278,-3.643905099
b38389,2.52109783,-4.581043048
b38390,1.996104291,-2.918205202
b38391,1.985934947,-2.581221644
b38392,3.26460913,-5.071429117
b38393,2.912354323,-2.984323242
b38394,3.422258482,-2.246879135
b38395,1.24019459,-5.396319938
b38396,1.303653349,-3.023221102
b38397,2.496818684,-4.164287363
b38398,3.233841549,-5.115996676
b38399,2.921633358,-3.43254044
b38400,2.147620399,-3.058452702
b38401,3.612754155,-4.13401803
b38402,1.841985695,-3.567388389
b38403,1.536816983,-3.910178939
b38404,2.39536956,-1.092274503
b38405,2.847112858,-3.190392943
b38406,-0.565437599,-3.870825304
b38407,2.270129111,-2.396474607
b38408,2.454517521,-3.04637428
b38409,1.754195008,-2.737874263
b38410,1.927660128,-4.94699382
b38411,1.812160969,-3.54151435
b38412,3.566064271,-4.517433839
b38413,3.58809209,-2.301869801
b38414,2.739228448,-1.942401273
b38415,1.41176108,-1.568724817
b38416,3.935928407,-2.81942626
b38417,2.457221257,-1.682335412
b38418,2.532243186,-2.61440501
b38419,2.389251614,-2.797835238
b38420,1.654397146,-1.763796584
b38421,2.345490168,-3.519759509
b38422,3.818783012,-3.256507948
b38423,2.40420024,-3.589229961
b38424,2.527921789,-2.701991177
b38425,2.066142567,-2.6481593
b38426,2.249917356,-2.794601713
b38427,4.338014531,-2.434947423
b38428,2.413746439,-2.42856896
b38429,3.555039097,-4.520681654
b38430,1.57858629,-4.344098018
b38431,3.057333135,-2.555795258
b38432,3.549403779,-2.989970116
b38433,0.130599071,-1.771772965
b38434,1.192386763,-2.440056193
b38435,2.185050905,-2.964494801
b38436,2.869564517,-3.500614282
b38437,3.030357358,-1.392169919
b38438,5.437334597,-3.290921071
b38439,2.86495098,-4.123265608
b38440,2.790441422,-2.606972976
b38441,4.015100716,-2.969669441
b38442,2.344847679,-1.348701562
b38443,2.555510741,-0.582311419
b38444,0.696790191,-3.177782975
b38445,2.349278546,-2.08745454
b38446,2.187046966,-2.103736496
b38447,2.905149822,-2.559451058
b38448,2.609847753,-3.127062742
b38449,3.047470232,-3.706394183
b38450,1.5733533,-2.366301839
b38451,2.449125502,-3.716368112
b38452,1.411127524,-4.496168346
b38453,5.070847817,-1.968859403
b38454,2.603078,-3.000192682
b38455,1.751538857,-2.183006121
b38456,2.841099612,-1.448629577
b38457,2.434338603,-1.345458155
b38458,3.607923269,-2.651876591
b38459,3.616857613,-2.520596448
b38460,3.175737238,-3.290528602
b38461,2.385827263,-1.899226584
b38462,2.086883372,-3.202816272
b38463,2.482896054,-2.645667528
b38464,3.941210554,-2.889571846
b38465,4.511003408,-3.004912407
b38466,2.325924703,-1.60435482
b38467,2.930342386,-2.050569021
b38468,2.336180541,-3.697602964
b38469,1.844658131,-3.672707871
b38470,2.276849932,-2.591336864
b38471,4.27864345,-2.606827086
b38472,2.361842897,-3.928907038
b38473,2.603412536,-2.525228577
b38474,2.797971392,-3.32047686
b38475,3.034628087,-2.146310562
b38476,2.169130724,-4.374445294
b38477,2.540442037,-2.042927944
b38478,2.252043203,-2.543259122
b38479,4.153797272,-4.102743624
b38480,3.466740531,-1.992514043
b38481,2.349636032,-2.539010231
b38482,1.135844494,-2.840576992
b38483,2.861918588,-2.552647233
b38484,3.14142951,-2.223061749
b38485,1.855506455,-1.948928508
b38486,3.664773233,-3.546077017
b38487,4.205217075,-3.509105686
b38488,2.63631811,-2.695037841
b38489,4.016201401,-3.15664151
b38490,2.381585168,-4.121410184
b38491,3.322673187,-3.310570934
b38492,2.293972611,-2.1552542
b38493,1.478063923,-4.031215352
b38494,2.455308113,-2.527471088
b38495,2.734850116,-3.651322572
b38496,1.087751364,-2.701447157
b38497,1.68764413,-3.893566078
b38498,2.409104473,-2.617493068
b38499,3.328054629,-4.346096052
b38500,2.507556182,-3.288404279
b38501,3.382684811,-2.346544734
b38502,4.672498669,-2.339236283
b38503,3.833799879,-2.507444347
b38504,1.679505759,-0.922223964
b38505,3.852548986,-3.243814606
b38506,3.735377334,-2.972279601
b38507,2.503559763,-2.864948589
b38508,1.767897764,-2.65821172
b38509,4.660228548,-1.961695753
b38510,1.543354049,-1.214230673
b38511,3.09882821,-3.083317028
b38512,4.291489798,-2.172882621
b38513,2.389184582,-1.929095127
b38514,3.203522713,-3.620532142
b38515,2.385580733,-2.724672421
b38516,3.517817986,-3.815513973
b38517,1.441929078,-3.047794527
b38518,5.779475993,-3.621844504
b38519,2.616531292,-5.105533574
b38520,3.377082946,-1.598327459
b38521,3.566885116,-2.206630542
b38522,4.419617809,-1.677594993
b38523,3.928831373,-3.612049059
b38524,4.856762574,-4.789633616
b38525,2.44730928,-2.642750497
b38526,4.079626393,-2.998453381
b38527,3.189877322,-2.30452735
b38528,2.636956104,-1.575933025
b38529,4.099770919,-3.948446635
b38530,2.402168688,-2.888569471
b38531,1.107141136,-3.977834462
b38532,2.580304798,-3.194398766
b38533,3.663183818,-2.141528928
b38534,1.771515217,-3.430923884
b38535,3.756497158,-3.865326445
b38536,3.189150861,-3.892899821
b38537,2.591669659,-4.395032575
b38538,3.613834405,-4.480980833
b38539,2.644413048,-1.930983176
b38540,2.244443458,-4.529194495
b38541,1.846769635,-3.368913502
b38542,2.043311196,-3.30103135
b38543,2.789438454,-3.059124155
b38544,3.694689832,-3.87446094
b38545,4.118717242,-3.547576653
b38546,2.952813832,-2.550698024
b38547,2.437576405,-1.147418772
b38548,2.428059238,-3.547587254
b38549,2.761050607,-2.495296573
b38550,2.510739733,-3.991005892
b38551,3.107074513,-2.209128126
b38552,3.431407546,-3.900827488
b38553,1.434707756,-3.628539938
b38554,3.965075642,-2.130875592
b38555,1.425199229,-2.850058967
b38556,2.242760543,-5.840096486
b38557,1.896308987,-2.512841865
b38558,3.749735926,-3.616383908
b38559,2.487672053,-2.527236307
b38560,2.197393616,-3.399267395
b38561,1.809382473,-4.017910466
b38562,2.215419947,-2.323363616
b38563,2.523645899,-3.439532715
b38564,5.272685016,-3.680137845
b38565,1.434755533,-4.057662765
b38566,1.59160155,-2.008075755
b38567,2.064366152,-3.220038151
b38568,3.342052186,-2.398590863
b38569,2.653560424,-4.390727836
b38570,4.178564857,-2.308407937
b38571,3.400221473,-3.837756128
b38572,2.431579706,-2.113210502
b38573,1.02023324,-1.34213085
b38574,2.484474016,-4.768805968
b38575,3.903665148,-3.191332637
b38576,2.753569761,-2.760960792
b38577,1.870585709,-3.713501355
b38578,3.676299761,-3.259769532
b38579,2.601843948,-3.248098949
b38580,2.623911548,-3.346707735
b38581,1.57465152,-1.688488115
b38582,2.600368097,-1.632653371
b38583,3.609811286,-2.525200479
b38584,3.236340411,-3.855309025
b38585,4.724246101,-3.021000255
b38586,3.328676675,-3.195763184
b38587,1.554380012,-3.165780693
b38588,3.747044742,-2.251397534
b38589,3.117541463,-2.963539251
b38590,1.891816377,-2.42816904
b38591,2.010370874,-2.822810839
b38592,2.740518524,-3.220040054
b38593,2.027656481,-3.238701353
b38594,2.777007707,-3.294180616
b38595,3.951813278,-2.50215276
b38596,2.671035967,-4.038538766
b38597,2.874888142,-2.341311335
b38598,4.178107806,-2.187878537
b38599,2.502913293,-2.167880929
b38600,1.266048965,-1.938621145
b38601,2.587064046,-2.628876135
b38602,1.73423343,-2.885053718
b38603,2.366762586,-2.490524474
b38604,1.807609331,-1.553925657
b38605,2.509087211,-3.414498951
b38606,3.235953695,-2.820122338
b38607,2.06387667,-3.10078505
b38608,2.902860371,-2.507408818
b38609,1.668147561,-2.282848268
b38610,2.310335504,-5.076479912
b38611,1.113000108,-2.427895957
b38612,3.298363748,-3.640527226
b38613,2.704222864,-1.522553104
b38614,3.475482936,-0.960248959
b38615,1.145603238,-2.825926525
b38616,2.693523024,-3.846327415
b38617,2.313958548,-1.649535551
b38618,2.0189606,-3.773809574
b38619,3.155172674,-3.39341819
b38620,4.668853529,-3.080060802
b38621,2.34259457,-3.798887942
b38622,4.411687197,-2.617404503
b38623,3.356223261,-2.501940431
b38624,4.221005098,-1.705317672
b38625,2.090321258,-3.278239537
b38626,3.384836861,-1.081839929
b38627,2.611183675,-3.801265685
b38628,2.366953715,-1.582435644
b38629,2.637462293,-1.985141423
b38630,4.003591249,-0.719153342
b38631,5.790898156,-4.292485933
b38632,2.953592305,-3.528192961
b38633,2.779369203,-3.708614564
b38634,4.208507715,-2.759976876
b38635,2.491642806,-0.752400791
b38636,2.51988273,-3.129954572
b38637,2.378603712,-2.237599208
b38638,4.801383687,-3.025689303
b38639,3.60275624,-4.668621814
b38640,1.70922757,-1.760702537
b38641,0.9893118,-2.907916354
b38642,2.936219086,-5.336974953
b38643,2.66604389,-0.835335677
b38644,3.07212372,-3.10177376
b38645,4.151688986,-2.552292657
b38646,3.946102913,-2.622696436
b38647,2.660006017,-2.202897294
b38648,1.903784273,-1.781186348
b38649,3.033924045,-3.945505769
b38650,4.148629486,-3.671845592
b38651,3.837859905,-5.363520821
b38652,3.572592084,-2.410354366
b38653,0.758499,-1.734321038
b38654,3.332636055,-2.82188887
b38655,2.646953028,-2.823598382
b38656,2.284518133,-2.658646356
b38657,4.327756435,-2.603488844
b38658,2.827611752,-2.639370627
b38659,3.235575518,-3.092483225
b38660,3.626130009,-3.417239424
b38661,3.869434444,-2.19129949
b38662,3.203988271,-3.021603087
b38663,2.207269157,-3.63449559
b38664,3.819428506,-1.972289608
b38665,3.891128898,-2.959022723
b38666,3.835631549,-2.351292402
b38667,2.550542652,-2.943908396
b38668,3.454780659,-1.492449322
b38669,3.033596278,-1.842691372
b38670,4.032466224,-2.100513808
b38671,3.865099536,-3.699374761
b38672,3.222344273,-3.841890214
b38673,3.859480232,-1.40599257
b38674,1.299781517,-3.998603986
b38675,3.808970537,-1.728444812
b38676,2.110245764,-3.109097378
b38677,4.276228765,-1.75988241
b38678,4.178486705,-4.308083079
b38679,3.051723739,-1.850004445
b38680,2.174607062,-3.754597174
b38681,3.990496116,-3.208705376
b38682,3.018815333,-3.154464829
b38683,2.943769224,-0.884747941
b38684,2.232166737,-1.795874571
b38685,2.658526743,-3.966231379
b38686,3.664482897,-4.631084153
b38687,2.564416142,-3.916424501
b38688,2.889926062,-4.19096233
b38689,2.208931624,-2.466328326
b38690,1.846664654,-3.530867586
b38691,1.971918704,-4.294313712
b38692,3.119174854,-2.367797884
b38693,3.348763312,-3.368190191
b38694,2.116276753,-3.173860692
b38695,3.444638932,-4.517808779
b38696,2.944437531,-2.850710292
b38697,4.031160114,-1.736192312
b38698,4.236539198,-3.461888309
b38699,4.893538241,-3.701876492
b38700,2.733955211,-1.992461349
b38701,2.101819426,-5.548160835
b38702,2.208787226,-2.827970013
b38703,1.983105617,-2.628373558
b38704,2.247016844,-1.671391146
b38705,2.131832611,-4.622399924
b38706,2.15115714,-2.777033824
b38707,1.674043633,-2.442527666
b38708,4.999093452,-1.942731211
b38709,3.151570863,-1.518779585
b38710,2.336138724,-1.181794218
b38711,1.809423114,-1.902490137
b38712,2.21159962,-3.70836516
b38713,3.277081128,-3.307032967
b38714,2.395108721,-4.899987671
b38715,3.090947149,-3.076433754
b38716,1.716346061,-3.653510601
b38717,1.481491607,-3.004563266
b38718,2.154164632,-3.313594543
b38719,2.570329593,-3.580125932
b38720,2.549637617,-2.233155804
b38721,1.612473359,-2.80009387
b38722,5.330669596,-2.826295041
b38723,2.739745551,-2.039692191
b38724,4.740786914,-2.363958997
b38725,1.259793003,-2.884491457
b38726,4.537540895,-1.821841187
b38727,3.375161081,-2.097849407
b38728,3.55193022,-3.318736619
b38729,1.783051767,-4.413529255
b38730,4.061880193,-3.602943584
b38731,2.144159048,-2.710048229
b38732,2.769928892,-4.349944444
b38733,2.762917498,-2.94233308
b38734,2.434350115,-1.613779317
b38735,3.039910174,-2.657090875
b38736,3.374468973,-3.738996598
b38737,3.331483208,-3.584140349
b38738,2.175400833,-3.789636586
b38739,3.359406706,-3.602768283
b38740,2.189695708,-3.199998743
b38741,0.666566527,-2.841236249
b38742,3.074916653,-2.261999349
b38743,2.566939339,-1.483852706
b38744,1.960654481,-1.874572057
b38745,3.176342321,-1.796161049
b38746,2.948586042,-2.233811673
b38747,-0.008729195,-2.843785386
b38748,1.472048777,-2.654150174
b38749,2.788456348,-4.091628726
b38750,3.604311819,-3.943700212
b38751,2.621641782,-4.087979423
b38752,2.49499209,-4.486925132
b38753,4.464512495,-3.616739553
b38754,3.064166161,-3.843038738
b38755,3.584289405,-3.496412154
b38756,2.923778565,-2.367837365
b38757,1.964965269,-1.61441365
b38758,2.423289124,-2.564700983
b38759,2.886293614,-4.399946124
b38760,1.710793072,-2.48093873
b38761,2.894112456,-2.57246323
b38762,3.014898572,-3.495105119
b38763,2.501086343,-2.015992854
b38764,1.14945979,-2.041675364
b38765,2.031582638,-3.389190987
b38766,2.240428647,-2.581226471
b38767,1.407626551,-3.572235362
b38768,3.464705468,-0.767183606
b38769,2.404691075,-2.727869366
b38770,1.036264446,-4.469678721
b38771,3.225178689,-2.991619253
b38772,1.619728753,-2.667746589
b38773,4.012665338,-2.906437786
b38774,2.47541827,-2.844258279
b38775,3.052016879,-3.015023417
b38776,0.679353942,-2.353464232
b38777,2.876260095,-3.293835796
b38778,3.668253524,-3.303382598
b38779,4.362243548,-2.183227752
b38780,3.568267597,-3.222958837
b38781,3.521089545,-2.297779596
b38782,4.033995133,-3.332441791
b38783,2.166922792,-1.662595578
b38784,2.61084295,-3.839012949
b38785,1.038638898,-2.624241089
b38786,2.360719436,-3.24274015
b38787,1.463048991,-3.555559287
b38788,3.617026036,-3.710131837
b38789,2.481983918,-4.293311417
b38790,3.594732029,-3.65919876
b38791,2.217338658,-1.4205446
b38792,2.686999733,-3.019283664
b38793,1.896815931,-2.214795147
b38794,4.778832019,-3.364892471
b38795,1.826728402,-3.472967476
b38796,2.750671331,-3.911248783
b38797,2.337387276,-1.270260502
b38798,3.476453415,-2.921950872
b38799,2.88997341,-3.314718492
b38800,4.451972108,-2.979273802
b38801,2.36960731,-1.746786439
b38802,3.0115906,-2.663001756
b38803,3.120688289,-0.563411103
b38804,3.091930733,-4.03397268
b38805,2.683191348,-3.174834243
b38806,3.579831428,-3.563122442
b38807,2.363757411,-3.417951269
b38808,2.167778565,-4.287917233
b38809,2.385035966,-4.045004788
b38810,3.311768246,-3.135411049
b38811,1.543461945,-4.367898465
b38812,3.965996388,-1.967968905
b38813,3.657913378,-3.697704481
b38814,2.824137683,-4.676332637
b38815,3.564577242,-3.001673938
b38816,2.518871587,-2.522058992
b38817,3.116704235,-5.348957647
b38818,2.07092451,-3.418388651
b38819,3.807535628,-4.11971832
b38820,2.782950971,-2.767882431
b38821,2.123746406,-2.361271422
b38822,2.865156276,0.001874451
b38823,3.609685931,-2.403406252
b38824,2.496657385,-3.583486054
b38825,2.992857471,-3.044346641
b38826,1.757989623,-2.207524467
b38827,1.859150929,-2.950436222
b38828,4.214006491,-2.216695729
b38829,2.199538984,-1.209302673
b38830,3.573201432,-1.968953814
b38831,3.134124266,-3.684360002
b38832,3.12618507,-2.860349621
b38833,4.017421113,-2.53935691
b38834,3.854944478,-2.200470434
b38835,5.501402773,-2.865876471
b38836,3.478110856,-4.149569369
b38837,3.04166703,-2.901459904
b38838,3.981328762,-3.179297482
b38839,3.153451314,-2.260816042
b38840,1.201032465,-2.978047897
b38841,4.076478033,-2.371471636
b38842,4.141787942,-2.350876553
b38843,2.670014118,-4.231756149
b38844,2.950247924,-0.662453896
b38845,2.478063266,-3.140691522
b38846,1.706168229,-3.332675093
b38847,2.428484586,-3.501759706
b38848,3.280327439,-4.129011727
b38849,1.879032064,-4.019713435
b38850,1.036387426,-3.574946608
b38851,2.276715165,-2.759010481
b38852,2.89827192,-3.669336785
b38853,2.431899021,-4.258741481
b38854,3.338907731,-1.545888787
b38855,3.746977305,-1.304395635
b38856,1.918599264,-3.396098088
b38857,3.007407879,-2.311082769
b38858,1.574602543,-2.430206872
b38859,2.961490405,-0.681470782
b38860,3.349383029,-3.410400412
b38861,4.322842282,-3.23235792
b38862,4.209097412,-2.35350594
b38863,3.40135698,-3.311411967
b38864,3.839924066,-2.680327237
b38865,2.854925569,-3.656063315
b38866,3.390508496,-2.01243711
b38867,3.374844364,-2.038061031
b38868,3.286237128,-2.501419773
b38869,2.521927122,-3.07182318
b38870,3.003704275,-2.50489789
b38871,1.048178179,-1.692514718
b38872,4.093334571,-5.095235286
b38873,2.547916978,-2.174902255
b38874,2.040153061,-4.336102502
b38875,2.527154485,-2.931789079
b38876,2.751108659,-2.788035341
b38877,3.341764118,-3.232664388
b38878,3.258501871,-1.269299055
b38879,1.923288521,-2.552258219
b38880,3.187410805,-2.708713367
b38881,2.714107885,-2.07181972
b38882,3.265173027,-2.268003287
b38883,1.943689552,-1.729385411
b38884,2.624969722,-2.796461993
b38885,1.383566968,-2.760421592
b38886,3.37031488,-3.935242681
b38887,4.251674085,-4.18893816
b38888,3.157840017,-3.59405324
b38889,3.704237623,-3.476157055
b38890,3.764761476,-3.47118355
b38891,2.496874809,-2.774602549
b38892,3.321228376,-1.090860128
b38893,1.923211265,-3.620199033
b38894,1.581971372,-1.541150855
b38895,2.729387341,-2.761196843
b38896,2.325793006,-2.864246574
b38897,3.232533233,-2.723093711
b38898,4.427032651,-3.070032098
b38899,3.52767626,-2.882585378
b38900,3.379233128,-1.514429817
b38901,0.805813529,-0.877117315
b38902,3.980306412,-2.923144657
b38903,3.055075581,-3.857581942
b38904,1.348739285,-3.716270575
b38905,3.618343265,-2.959412761
b38906,2.928661726,-2.482382129
b38907,2.548622224,-3.083896417
b38908,4.148415953,-2.586477353
b38909,1.878852056,-3.141073126
b38910,2.240873902,-4.149408491
b38911,2.080529591,-1.739413827
b38912,4.346905713,-3.140010934
b38913,1.471237388,-3.048995996
b38914,4.190959984,-3.335993668
b38915,2.192059875,-2.299307401
b38916,2.158233492,-4.317329361
b38917,3.304219028,-2.532210506
b38918,4.495436204,-2.827081403
b38919,1.970529137,-1.78564254
b38920,1.45149014,-2.578064602
b38921,1.943325583,-0.943712114
b38922,1.325972411,-3.706037761
b38923,2.67522318,-3.404801966
b38924,1.951096557,-3.23153125
b38925,2.268724115,-4.698236
b38926,4.123247796,-3.152126475
